t_s,B_x_nT,B_y_nT,B_z_nT
740,-2817.92739039686,25708.6903341081,-36115.0973399775
740.5,-2678.41248030668,27494.5407473382,-34796.0911117684
741,-2472.94845160836,29214.5753266851,-33391.5814351171
741.5,-2203.82597419526,30862.9648375036,-31905.1282229491
742,-1873.64435147317,32434.1159476232,-30340.4906674723
742.5,-1485.29780632565,33922.6923912827,-28701.6174934399
743,-1041.96036187119,35323.6350855773,-26992.6367628611
743.5,-547.069400566417,36632.1811029189,-25217.8452581522
744,-4.30799478047447,37843.8814094636,-23381.6974716718
744.5,582.413889379151,38954.6172867861,-21488.7942304535
745,1208.97920560323,39960.6153621824,-19543.8709857469
745.5,1871.08454244745,40858.4611817211,-17551.7857976837
746,2564.26161890272,41645.1112694478,-15517.5070460251
746.5,3283.89943555753,42317.9036258087,-13446.1008984902
747,4025.26695390193,42874.5666282681,-11342.7185686385
747.5,4783.53617512873,43313.2263071071,-9212.58339566148
748,5553.80548992022,43632.4119793591,-7060.97777874662
748.5,6331.1231721131,43831.0602336246,-4893.22999889428
749,7110.51089173465,43908.5172679935,-2714.70096121383
749.5,7886.98712660521,43864.5395923612,-530.77089078121
750,8655.5903563827,43699.2931149666,1653.17398487887
750.5,9411.40192845798,43413.3506409146,3831.75473372294
751,10149.5684913534,43007.6878177131,5999.61296474881
751.5,10865.323898074,42483.677569409,8151.42398865807
752,11554.0104890696,41843.0830667208,10281.9098614297
752.5,12211.0996719346,41088.049285636,12385.8522790228
753,12832.2117225458,40221.0932112701,14458.105291909
753.5,13413.1347399029,39245.0927474121,16493.6078086973
754,13949.8426943417,38163.2743951346,18487.3958587382
754.5,14438.5125159528,36979.1997661908,20434.6145842983
755,14875.5401768423,35696.750998711,22330.5299336635
755.5,15257.5557272623,34320.1151440241,24170.5400273632
756,15581.4372515371,32853.7675943321,25950.1861706097
756.5,15844.3237151015,31302.4546215481,27665.1634860086
757,16043.6266788069,29671.1750979253,29311.3311416185
757.5,16177.0408609523,27965.1614692613,30884.72215052
758,16242.5535312713,26189.8600514936,32381.5527191901
758.5,16238.4527243658,24350.9107214991,33798.2311231637
759,16163.3342628969,22454.1260729143,35131.3660897059
759.5,16016.107583235,20505.47010785,36377.7746684981
760,15796.000358341,18511.0365355242,37534.4895726732
760.5,15502.5619144276,16477.0267491031,38598.7659738961
761,15135.6654395466,14409.7275524326,39568.0877365939
761.5,14695.5089837166,12315.4887088686,40440.1730778728
762,14182.6152516388,10200.700385061,41212.9796411239
762.5,13597.8301905199,8071.77056329169,41884.7089728095
763,12942.3203771117,5935.10249678824,42453.8103934315
763.5,12217.5692098411,3797.07228328198,42918.9842552107
764,11425.3719139285,1664.00663291223,43279.1845805483
764.5,10567.8293697043,-457.839092662207,43533.6210768861
765,9647.34077699381,-2562.3024924551,43681.7605251398
765.5,8666.5951714788,-4643.33531173053,43723.3275404327
766,7628.5618123664,-6695.02412288114,43658.3047054072
766.5,6536.47946452823,-8711.61042368679,43486.9320779363
767,5393.84460248606,-10687.5100755913,43209.7060765865
767.5,4204.39856820659,-12617.3320056503,42827.3777487004
768,2972.11371958472,-14495.8960973308,42340.9504274605
768.5,1701.17861168867,-16318.250197423,41751.6767857668
769,395.982258257432,-18079.686169011,41061.0552962046
769.5,-938.902473501831,-19775.7549237446,40270.8261077882
770,-2298.7362761499,-21402.2803705986,39382.9663515431
770.5,-3678.63155903119,-22955.3722228783,38399.6848883243
771,-5073.57127935675,-24431.4376104258,37323.4165135646
771.5,-6478.42837241349,-25827.191449774,36156.8156348954
772,-7887.9857010603,-27139.6655313292,34902.7494397823
772.5,-9296.95644020203,-28366.2162894959,33564.2905714695
773,-10700.0048079872,-29504.5312289004,32144.7093326226
773.5,-12091.767052141,-30552.6339874567,30647.4654371025
774,-13466.8725971964,-31508.8880248373,29076.1993312838
774.5,-14819.9652564918,-32371.9989328803,27434.72310726
775,-16145.7244117095,-33141.0153724566,25727.0110311356
775.5,-17438.8860624723,-33815.3286492442,23957.1897104139
776,-18694.2636491182,-34394.6709485847,22129.5279252231
776.5,-19906.768553224,-34879.1122570387,20248.4261487992
777,-21071.4301827483,-35269.0560052926,18318.4057832569
777.5,-22183.4155517617,-35565.233473626,16344.0981372219
778,-23238.0482685929,-35768.6970071224,14330.2331723802
778.5,-24230.8268507689,-35880.8120931496,12281.6280464151
779,-25157.4422902904,-35903.2483582658,10203.1754801504
779.5,-26013.7947984805,-35837.9695456197,8099.8319770033
780,-26796.0096657694,-35687.2225370487,5976.60592306848
780.5,-27500.452178232,-35453.5254864528,3838.54559631151
781,-28123.7415393813,-35139.6551326478,1690.72711343366
781.5,-28662.7637525205,-34748.6333607799,-461.757656998607
782,-29114.6834257877,-34283.713081589,-2613.81318660905
782.5,-29476.9544687659,-33748.363497366,-4760.35235600257
783,-29747.3296561154,-33146.2548224411,-6896.3084720048
783.5,-29923.8690400129,-32481.2425245347,-9016.64720529332
784,-30004.9471991874,-31757.3511513818,-11116.3784206484
784.5,-29989.2593179746,-30978.7578047904,-13190.5678724019
785,-29875.8260940068,-30149.7753218048,-15234.3487380696
785.5,-29663.9974778963,-29274.8352200039,-17242.9329636211
786,-29353.4552525216,-28358.4704612547,-19211.6223943632
786.5,-28944.2144632867,-27405.2980855564,-21135.8196659987
787,-28436.6237139977,-26420.0017640092,-23011.038831054
787.5,-27831.3643457946,-25407.3143175142,-24832.9156965653
788,-27129.4485189236,-24372.0002455999,-26597.2178496514
788.5,-26332.2162190691,-23318.8383078372,-28299.8543484009
789,-25441.3312115169,-22252.6041986883,-29936.8850563403
789.5,-24458.7759676563,-21178.0533553584,-31504.5295996452
790,-23386.8455892858,-20099.903937311,-32999.1759271911
790.5,-22228.1407569334,-19022.8200155634,-34417.3884545204
791,-20985.5597289923,-17951.3950097071,-35755.9157738256
791.5,-19662.2894189651,-16890.1354107672,-37011.6979131091
792,-18261.7955785706,-15843.4448285154,-38181.8731287736
792.5,-16787.8121149434,-14815.6084026386,-39263.784217035
793,-15244.3295707127,-13810.7776181926,-40254.9843307069
793.5,-13635.5827964298,-12832.9555669933,-41153.2422891009
794,-11966.0378456588,-11885.9826979496,-41956.5473700047
794.5,-10240.3781241116,-10973.5231007573,-42663.1135739407
795,-8463.48982550022,-10099.051368784,-43271.3833521737
795.5,-6640.44668834393,-9265.84008830017,-43780.0307912098
796,-4776.49410980461,-8476.94800238421,-44187.9642478313
796.5,-2877.03265474031,-7735.20889875791,-44494.3284300137
797,-947.601000561755,-7043.22127142863,-44698.5059203873
797.5,1006.14163886963,-6403.33880624745,-44800.1181402295
798,2978.43356416973,-5817.66174026126,-44799.0257532908
798.5,4963.42906696126,-5288.02914399208,-44695.3285100878
799,6955.2172795253,-4816.01217444458,-44489.3645346091
799.5,8947.84134173436,-4402.90834469058,-44181.7090566911
800,10935.3178260215,-4049.73685326286,-43773.1725946253
800.5,12911.6563577477,-3757.23501328577,-43264.7985938407
801,14870.8793650376,-3525.85581727141,-42657.8605287761
801.5,16807.0418890198,-3355.76666881773,-41953.8584763058
802,18714.2513825266,-3246.84930707598,-41154.5151703081
802.5,20586.6874227408,-3198.70094385278,-40261.771548163
803,22418.6212611161,-3210.63662661493,-39277.7818011344
803.5,24204.4351322018,-3281.69283355055,-38204.9079417281
804,25938.6412418421,-3410.63229927649,-37045.7139022159
804.5,27615.9003546581,-3595.95006187101,-35802.9591795748
805,29231.0399007979,-3835.88071374944,-34479.5920431131
805.5,30779.0715226964,-4128.40683060342,-33078.7423220255
806,32255.2079840496,-4471.26854431333,-31603.7137910515
806.5,33654.8793653811,-4861.97421753536,-30057.9761732879
807,34973.7484734678,-5297.81216969118,-28445.1567800369
807.5,36207.7253954679,-5775.86339646526,-26769.0318083466
808,37352.9811328356,-6293.01521776252,-25033.5173176247
808.5,38405.9602549583,-6845.97578250756,-23242.6599073682
809,39363.392517862,-7431.28935277217,-21400.6271186676
809.5,40222.3033992224,-8045.35228458869,-19511.6975826908
810,40980.0235072188,-8684.42961851165,-17580.2509398485
810.5,41634.1968273892,-9344.67218958512,-15610.7575537752
811,42182.7877784864,-10022.1341638907,-13607.7680446364
811.5,42624.087055318,-10712.790907314,-11575.9026665849
812,42956.7162435658,-11412.5570915676,-9519.84055444592
812.5,43179.6311985463,-12117.3049428319,-7444.30886490458
813,43292.1241866875,-12822.8825395845,-5354.0718376054
813.5,43293.8247950958,-13525.1320682248,-3253.91980164805
814,43184.699620875,-14219.907947907,-1148.65815298094
814.5,42965.0507577985,-14903.0947394832,956.903671847247
815,42635.5131034405,-15570.6247575446,3057.963200218
815.5,42197.0505149409,-16218.4953091428,5149.73588105306
816,41650.9508461381,-16842.7854877597,7227.46597051398
816.5,40998.8199028774,-17439.6724563931,9286.43732107126
817,40242.5743568528,-18005.4471591194,11321.9840495461
817.5,39384.4336613966,-18536.5294060921,13329.5010601084
818,38426.9110151865,-19029.4822825486,15304.4543986396
818.5,37372.8034219446,-19481.0258379339,17242.3914153589
819,36225.1808958656,-19888.050016643,19138.9507131355
819.5,34987.3748637858,-20247.6267970583,20989.8718594986
820,33662.9658160294,-20557.021510467,22791.0048409796
820.5,32255.7702584907,-20813.7033160404,24538.319239102
821,30769.8270188745,-21015.3548123061,26227.9131080487
821.5,29209.3829601832,-21159.8807694355,27856.0215348033
822,27578.8781545359,-21245.4159701824,29419.0248633621
822.5,25882.9305702933,-21270.3321504526,30913.4565654589
823,24126.3203252798,-21233.2440332701,32336.0107411211
823.5,22313.9735586675,-21133.0144523501,33683.5492332907
824,20450.9459738628,-20968.7585636242,34953.1083416938
824.5,18542.4061045288,-20739.8471449195,36141.9051221131
825,16593.6183557101,-20445.9089856165,37247.3432582296
825.5,14609.9258719135,-20086.8323695361,38267.0184942263
826,12596.7332839415,-19662.7656555904,39198.7236174012
826.5,10559.4893862802,-19174.1169619106,40040.4529811117
827,8503.66979689841,-18621.5529603,40790.4065594642
827.5,6434.75965140652,-18005.9967889834,41446.9935262671
828,4358.23638364137,-17328.6250927923,42008.8353518887
828.5,2279.55264485338,-16590.864201166,42474.7684127839
829,204.119413755023,-15794.385455718,42843.8461095949
829.5,-1862.71065028881,-14941.0997006189,43115.3404908653
830,-3915.65955871928,-14033.1509507337,43288.7433805484
830.5,-5949.53999788544,-13072.9092543212,43363.7670086297
831,-7959.27093414785,-12062.9627691781,43340.344145314
831.5,-9939.89276890895,-11006.109073389,43218.6277403564
832,-11886.5819932941,-9905.34573432494,42998.9900702308
832.5,-13794.6652932703,-8763.86016219865,42682.021396932
833,-15659.6330573446,-7585.01877732645,42268.5281432947
833.5,-17477.152240654,-6372.35552322318,41759.530590784
834,-19243.0785412609,-5129.55976074622,41156.2601067562
834.5,-20953.4678468137,-3860.46358166011,40460.1559092187
835,-22604.5869124248,-2569.02858317148,39672.8613781135
835.5,-24192.9232336584,-1259.33214813746,38796.2199231244
836,-25715.1940818937,64.446721277769,37832.270418948
836.5,-27168.3546730166,1398.04196578338,36783.2422198811
837,-28549.6054443741,2737.11537351461,35651.5497664531
837.5,-29856.3984191611,4077.27177098505,34439.7867976746
838,-31086.4426418616,5414.07444225264,33150.7201832782
838.5,-32237.7086729877,6743.06071624333,31787.2833910935
839,-33308.4321361021,8059.7576606918,30352.5696054289
839.5,-34297.1163149087,9359.69782009649,28849.8245130127
840,-35202.5338030066,10638.4349344776,27282.4387736989
840.5,-36023.727213651,11891.5595755927,25653.9401937396
841,-36760.0089614995,13114.7146376166,23967.9856199872
841.5,-37410.9601327786,14303.610620138,22228.3525739048
842,-37976.4284645419,15454.0406426553,20438.9306447359
842.5,-38456.5254576242,16561.8951315591,18603.7126616062
843,-38851.6226515282,17623.1761228367,16726.785664717
843.5,-39162.3470927171,18634.0111264065,14812.3216961234
844,-39389.5760306445,19590.6665010349,12864.568430881
844.5,-39534.430878271,20489.5602921667,10887.8396695921
845,-39598.2704758083,21327.2744886645,8886.50571358315
845.5,-39582.6836979678,22100.5666583383,6864.98364409771
846,-39489.4814460883,22806.3809262064,4827.72752700421
846.5,-39320.688067185,23441.8582635973,2779.21856457933
847,-39078.5322422141,24004.346060425,723.955215950853
847.5,-38765.4373857157,24491.4069571844,-1333.55669223967
848,-38384.0115985183,24900.826917372,-3388.81384346193
848.5,-37937.0372143909,25230.622525081,-5437.32527582769
849,-37427.459980474,25479.0474964083,-7474.62217230011
849.5,-36858.3779100343,25644.598397,-9496.26757555132
850,-36233.029844644,25726.0195615184,-11497.8660066765
850.5,-35554.7837613137,25722.3072140085,-13475.0729672559
851,-34827.1248584759,25632.7127910535,-15423.604304576
851.5,-34053.6434530585,25456.7454722243,-17339.245420186
852,-33238.0227192675,25194.1739246375,-19217.8603023664
852.5,-32384.0262981478,24845.027270442,-21055.4003635297
853,-31495.4858055544,24409.5952877592,-22847.9130640501
853.5,-30576.2882648858,23888.4278570172,-24591.5503045381
854,-29630.3634898257,23282.333665766,-26282.5765691247
854.5,-28661.6714414494,22592.3781859552,-27917.3768029114
855,-27674.1895833782,21819.8809383288,-29492.4640073586
855.5,-26671.9002582391,20966.4120590643,-31004.4865380393
856,-25658.7781085116,20033.7881841049,-32450.235089872
856.5,-24638.777564905,19024.0676668122,-33826.6493556542
857,-23615.8204257293,17939.5451446666,-35130.8243444662
857.5,-22593.7835512664,16782.7454707738,-36360.0163472768
858,-21576.4866979138,15556.4170259584,-37511.6485378827
858.5,-20567.6805178321,14263.5244272513,-38583.3161981222
859,-19571.0347509539,12907.2406486627,-39572.7915571476
859.5,-18590.1266374803,11490.9385702936,-40478.0282353974
860,-17628.4295803521,10018.1819721143,-41297.1652847841
860.5,-16689.3020886132,8492.71598914883,-42028.5308175061
861,-15775.9770340278,6918.4570453828,-42670.6452168025
861.5,-14891.5512547313,5299.48228446374,-43222.2239238823
862,-14038.9755410395,3640.0185162165,-43682.1797961971
862.5,-13221.0450397597,1944.43069915202,-44049.6250331598
863,-12440.3901143969,217.209980513562,-44323.8726663592
863.5,-11699.4676994747,-1537.03868301912,-44504.4376122718
864,-11000.5531877476,-3313.6092990721,-44591.0372864232
864.5,-10345.7328893285,-5107.70798090184,-44583.5917789062
865,-9736.8971016422,-6914.46642730236,-44482.2235921144
865.5,-9175.73382861031,-8728.95570981097,-44287.2569425022
866,-8663.72318654492,-10546.2003335267,-43999.2166291181
866.5,-8202.13253284423,-12361.1925353766,-43618.8264726035
867,-7792.01235172734,-14168.9067811361,-43147.0073292681
867.5,-7434.19292891103,-15964.3144199905,-42584.8746857675
868,-7129.28184430536,-17742.3984529473,-41933.7358408141
868.5,-6877.6623085023,-19498.1683690327,-41195.0866812288
869,-6679.49236506478,-21226.6750009755,-40370.608060512
869.5,-6534.70497641473,-22923.0253500489,-39462.1617889548
870,-6443.00900650976,-24582.397327961,-38471.7862451357
870.5,-6403.89110852322,-26200.0543621908,-37401.6916194439
871,-6416.61852046423,-27771.359810025,-36254.254801047
871.5,-6480.24276614391,-29291.7911257747,-35032.0139204588
872,-6593.60425318544,-30756.9537252999,-33737.6625605831
872.5,-6755.33775395747,-32162.5944920496,-32374.0436497865
873,-6963.87874946093,-33504.6148693708,-30944.1430512043
873.5,-7217.47061039844,-34779.0834848532,-29451.0828630996
874,-7514.1725839815,-35982.2482539672,-27898.1144456703
874.5,-7851.86854956451,-37110.5479122105,-26288.6111902419
875,-8228.27650101337,-38160.6229273915,-24626.0610472861
875.5,-8640.95870888767,-39129.3257465202,-22914.0588301669
876,-9087.33251111393,-40013.7303350261,-21156.2983119405
876.5,-9564.68167689997,-40811.1409696218,-19356.5641329145
877,-10070.1682852476,-41519.1002500586,-17518.723537014
877.5,-10600.8450565954,-42135.3962992078,-15646.7179552998
878,-11153.6680738967,-42658.0691253029,-13744.5544552384
878.5,-11725.5098278254,-43085.4161247335,-11816.2970745386
879,-12313.1725198177,-43415.9967084372,-9866.05805853763
879.5,-12913.4015562801,-43648.6360396223,-7897.98902025165
880,-13522.8991675326,-43782.4278752335,-5916.27204228475
880.5,-14138.3380858521,-43816.7365081609,-3925.11073984029
881,-14756.3752183337,-43751.1978116759,-1928.72130407432
881.5,-15373.6652521252,-43585.7193918719,68.6764550071148
882,-15986.8741318778,-43320.4798579855,2062.86804698794
882.5,-16592.6923519347,-42955.9272243123,4049.65320182293
883,-17187.8480087865,-42492.7764610114,6024.85471412612
883.5,-17769.1195625995,-41932.0062143626,7984.3272123355
884,-18333.3482601055,-41274.8547200171,9923.96583436449
884.5,-18877.4501747685,-40522.8149354339,11839.7147916303
885,-19398.4278238525,-39677.6289200344,13727.5758036652
885.5,-19893.3813257509,-38741.2814936402,15583.616385871
886,-20359.5190646518,-37715.993205487,17403.9779733655
886.5,-20794.1678332424,-36604.2126475563,19184.8838642925
887,-21194.7824276863,-35408.6081471491,20922.6469664244
887.5,-21558.9546724699,-34132.0588745687,22613.6773313764
888,-21884.4218559106,-32777.6454025,24254.4894612691
888.5,-22169.0745601075,-31348.6397542114,25841.7093732303
889,-22410.9638718889,-29848.4949780661,27372.0814077033
889.5,-22608.3079638642,-28280.8342860711,28842.4747671365
890,-22759.4980370064,-26649.4397942963,30249.889772261
890.5,-22863.1036182964,-24958.2409030406,31591.4638238208
891,-22917.8772088458,-23211.3023545726,32864.4770582989
891.5,-22922.7582796023,-21412.8120061975,34066.357686883
892,-22876.8766132482,-19567.0683562851,35194.687007637
892.5,-22779.5549922479,-17678.467860764,36247.2040815816
893,-22630.3112342063,-15751.4920774475,37221.8100641431
893.5,-22428.8595767977,-13790.6946754239,38116.5721841984
894,-22175.1114155361,-11800.6883466062,38929.7273637266
894.5,-21869.1753986092,-9786.13165640968,39659.6854718701
895,-21511.3568839209,-7751.71587039476,40305.0322080111
895.5,-21102.1567644039,-5702.15179357924,40864.531609278
896,-20642.2696685942,-3642.15665897544,41337.1281787096
896.5,-20132.5815444361,-1576.44110173408,41721.9486311257
897,-19574.1666353168,490.303744934765,42018.3032545689
897.5,-18968.2838584364,2553.418996157,42225.686886004
898,-18316.3725968155,4608.29056853166,42343.7795007771
898.5,-17620.0479175319,6650.36150485012,42372.4464161494
899,-16881.0952301682,8675.14403575519,42311.7381100283
899.5,-16101.4644009478,10678.2313443263,42161.8896568165
900,-15283.2633396235,12655.309000342,41923.3197830933
900.5,-14428.7510778654,14602.1660318729,41596.6295466147
901,-13540.3303596495,16514.7056029184,41182.600642893
901.5,-12620.5397659721,18388.9552670249,40682.1933443612
902,-11672.0453980731,20221.0767682128,40096.5440778688
902.5,-10697.6321452391,22007.3753621073,39426.9626469704
903,-9700.19456513243,23744.3086319022,38674.9291061713
903.5,-8682.72740644242,25428.4947756942,37842.0902949703
904,-7648.31580544263,27056.7203437869,36930.2560402027
904.5,-6600.12518973633,28625.9474067857,35941.3950358171
905,-5541.39092405357,30133.3201376474,34877.6304098369
905.5,-4475.40773439681,31576.1707933243,33741.2349888401
906,-3405.5189480911,32952.0250842002,32534.6262708563
906.5,-2335.10558835239,34258.6069221542,31260.3611181138
907,-1267.57536282485,35493.842540772,29921.1301815772
907.5,-206.351586129211,36655.8639839227,28519.7520696979
908,845.137923200615,37743.0119616125,27059.1672742527
908.5,1883.47193095205,38753.8380746792,25542.4318665645
909,2905.24682041297,39687.1064124733,23972.7109777985
909.5,3907.08753076267,40541.7945301612,22353.2720773865
910,4885.65836171435,41317.0938146479,20687.4780639695
910.5,5837.67360649109,42012.4092503355,18978.7801835489
911,6759.90797651923,42627.3585979767,17230.7107898127
911.5,7649.20678276806,43161.7710017425,15446.8759618432
912,8502.49584043045,43615.685041272,13630.9479946245
912.5,9316.79106560682,43989.3462469118,11786.6577779514
913,10089.2077347907,44283.2040975621,9917.78707948581
913.5,10816.9693802356,44497.9085215328,8028.16074783196
914,11497.4162966731,44634.305921571,6121.63885158403
914.5,12128.0136373255,44693.4347457588,4202.10877036108
915,12706.3590796689,44676.5206263048,2273.47725386904
915.5,13230.1900439384,44584.9711083794,339.662465025607
916,13697.3904498771,44420.3699910772,-1595.41397684954
916.5,14105.9969996962,44184.4713023765,-3527.83493684236
917,14454.2049776049,43879.1929295844,-5453.69567340616
917.5,14740.3735585514,43506.6099262713,-7369.11169975865
918,14963.0306209848,43068.9475161092,-9270.22658214815
918.5,15120.8770604598,42568.5738133666,-11153.2196596058
919,15212.7906027681,42007.9922791078,-13014.3136700112
919.5,15237.8291169619,41389.8339314141,-14849.7822675366
920,15195.2334301372,40716.8493272259,-16655.9574168052
920.5,15084.4296471596,39991.9003327024,-18429.2366493878
921,14905.0309796363,39217.9516983529,-20166.0901685869
921.5,14656.8390893787,38398.0624546184,-21863.0677888009
922,14339.8449523488,37535.3771430908,-23516.8056961337
922.5,13954.2292496614,36633.1168981783,-25124.0330173115
923,13500.3622926299,35694.570393756,-26681.5781843856
923.5,12978.8034890997,34723.0846692106,-28186.3750831472
924,12390.3003584454,33722.0558492809,-29635.4689736399
924.5,11735.7871026099,32694.9197722466,-31026.0221716458
925,11016.3827404763,31645.1425412973,-32355.3194805233
925.5,10233.3888126892,30576.2110143483,-33620.7733633024
926,9388.28666381307,29491.6232481396,-34819.9288454854
926.5,8482.73430845384,28394.878913154,-35950.4681395617
927,7518.56288768621,27289.4696967235,-37010.2149828219
927.5,6497.77272186295,26178.8697126289,-37997.138680647
928,5422.52896564048,25066.5259365386,-38909.3578480537
928.5,4295.15687086866,23955.8486877473,-39745.1438428973
929,3118.13666287655,22850.2021788611,-40502.9238847575
929.5,1894.09803566221,21752.8951562898,-41181.2838541769
930,625.814271581185,20667.171655648,-41778.9707675688
930.5,-683.804008662082,19596.2018973938,-42294.8949237659
931,-2031.71545956446,18543.0733492249,-42728.1317188475
931.5,-3414.75498126076,17510.7819828856,-43077.9231265482
932,-4829.64103953194,16502.2237540736,-43343.678842226
932.5,-6272.983327247,15520.1863350567,-43524.9770890427
933,-7741.29075810733,14567.3411303772,-43621.5650856841
933.5,-9230.97978240809,13646.2356066168,-43633.3591756295
934,-10738.3830132097,12759.2859675803,-43560.4446186516
934.5,-12259.7581498419,11908.7702064161,-43403.0750459046
935,-13791.2971840465,11096.8215660969,-43161.6715806273
935.5,-15329.1358723289,10325.4224393128,-42836.821627155
936,-16869.3634562333,9596.39873816897,-42429.2773315896
936.5,-18408.0326103335,8911.41476311188,-41939.9537181332
937,-19941.1695957292,8271.96859922669,-41369.9265057272
937.5,-21464.7845948234,7679.38806644485,-40720.4296102761
938,-22974.8822011246,7134.82724827826,-39992.8523383497
938.5,-24467.4720358309,6639.26362145928,-39188.7362788701
939,-25938.5794610203,6193.49580632304,-38309.7718998753
939.5,-27384.2563574463,5798.1419549411,-37357.7948580349
940,-28800.591933238,5453.63879091929,-36334.7820291463
940.5,-30183.7235282741,5160.24131144116,-35242.8472683868
941,-31529.8473776685,4918.02315859764,-34084.236909613
941.5,-32835.229296691,4726.87766333617,-32861.3250135039
942,-34096.2152485971,4586.51956152361,-31576.6083748208
942.5,-35309.2417562554,4496.48737769492,-30232.7012995136
943,-36470.8461181724,4456.14646809731,-28832.3301628358
943.5,-37577.6763895345,4464.69271068624,-27378.3277600351
944,-38626.5010892164,4521.15682583343,-25873.6274615725
944.5,-39614.218594361,4624.40930771655,-24321.2571851725
945,-40537.8661850998,4773.16594272107,-22724.3331973377
945.5,-41394.628703262,4965.99388774122,-21086.053757261
946,-42181.8467904983,5201.31827806325,-19409.6926163381
946.5,-42897.024673093,5477.42933158074,-17698.5923867275
947,-43537.8374628592,5792.48991347131,-15956.1577926176
947.5,-44102.1379458487,6144.54352316953,-14185.8488180444
948,-44587.9628331641,6531.52266354008,-12391.173765259
948.5,-44993.538450873,6951.25755058539,-10575.6822377654
949,-45317.2858488887,7401.48512083767,-8742.95806224924
949.5,-45557.8253116368,7879.85829277624,-6896.61216367563
950,-45713.9802563606,8383.95543818011,-5040.27540787751
950.5,-45784.7805079736,8911.29001926058,-3177.59142595475
951,-45769.4649424319,9459.32034770225,-1312.20943478426
951.5,-45667.4834936221,10025.4594223558,552.222932111836
952,-45478.4985217255,10607.0848032425,2412.06676917548
952.5,-45202.3855438863,11201.5484807248,4263.69900484404
953,-44839.2333307751,11806.186700134,6103.51945508614
953.5,-44389.3433752522,12418.3297037943,7927.95781068931
954,-43853.2287418114,13035.3113542039,9733.48054473992
954.5,-43231.6123077806,13654.4786040989,11516.5977269532
955,-42525.4244093902,14273.2007811914,13273.8697317553
955.5,-41735.7999077599,14888.8786575149,15001.913827291
956,-40864.0746916236,15498.9532754852,16697.4106328185
956.5,-39911.7816351898,16100.9145049768,18357.1104322793
957,-38880.6460309356,16692.3093078772,19977.8393321616
957.5,-37772.580518365,17270.7496887134,21556.5052521438
958,-36589.6795308243,17833.9203120062,23090.1037373885
958.5,-35334.21328338,18379.5857689875,24575.7235817564
959,-34008.621325532,18905.5974782073,26010.5522516377
959.5,-32615.5056831759,19409.9002063403,27391.8811005381
960,-31157.6236147457,19890.5381971727,28717.1103650147
960.5,-29637.8800068881,20345.660898313,29983.7539330336
961,-28059.3194353464,20773.5282766136,31189.4438763128
961.5,-26425.1179169728,21172.5157146275,32331.9347387147
962,-24738.5743789753,21541.1184816546,33409.1075732759
962.5,-23003.1018716191,21877.9557740672,34418.9737209877
963,-21222.2185506815,22181.7743206502,35359.6783249838
963.5,-19399.5384559898,22451.4515496663,36229.5035743394
964,-17538.762112372,22685.9983152633,37026.8716722474
964.5,-15643.6669793203,22884.5611817009,37750.3475239009
965,-13718.0977756128,23046.4242646991,38398.641139984
965.5,-11765.9567050571,23171.010630007,38970.6097522469
966,-9791.19360941866,23257.8832500884,39465.259638226
966.5,-7797.7960744669,23306.7455206061,39881.7476527443
967,-5789.77951491875,23317.441339202,40219.3824644175
967.5,-3771.17726387195,23289.9547498964,40477.6254959682
968,-1746.03069210197,23224.4091572977,40656.0915677358
968.5,281.620617662922,23121.0661157125,40754.5492443449
969,2307.74861667963,22980.3236991984,40772.9208850726
969.5,4328.34643188579,22802.7144595872,40711.2823990212
970,6339.43787930941,22588.9029805531,40569.862706771
970.5,8337.08682562233,22339.6830368785,40349.0429107399
971,10317.4063748072,22055.9743691991,40049.3551770266
971.5,12276.5678575196,21738.8190856685,39671.4813320532
972,14210.8096014137,21389.3777031708,39216.2511778509
972.5,16116.4454614671,21008.9248419117,38684.640530349
973,17989.8730901818,20598.8445884318,38077.7689855349
973.5,19827.5819284686,20160.6255432851,37396.8974188419
974,21626.1608990217,19695.8555708081,36643.4252236012
974.5,23382.3057850754,19206.2162695498,35818.8872948613
975,25092.8262785845,18693.4771830246,34924.9507653176
975.5,26754.6526830944,18159.4897714751,33963.4115005392
976,28364.8422578472,17606.1811662755,32936.1903610859
976.5,29920.5851910012,17035.5477294489,31845.3292395115
977,31419.2101912231,16449.6484415049,30692.9868806298
977.5,32858.189688317,15850.5981414111,29481.4344937828
978,34235.1446349871,15240.5606429846,28213.0511661926
978.5,35547.8489032707,14621.7417523139,26890.3190868055
979,36794.2332706159,13996.3822109972,25515.8185903429
979.5,37972.3889919988,13366.750589995,24092.2230315569
980,39080.5709558702,12735.1361587531,22622.2934999569
980.5,40117.2004230763,12103.8417539425,21108.8733855191
981,41080.8673491986,11475.1766716968,19554.8828061147
981.5,41970.3322920007,10851.4496066118,17963.3129075986
982,42784.5279068376,10234.961660001,16337.2200476844
982.5,43522.5600339704,9627.99943899995,14679.7198748942
983,44183.708382734,9032.82826708183,12993.9813140139
983.5,44767.426818409,8451.68552540437,11283.220469607
984,45273.3432584647,7886.77414316945,9550.69445923817
984.5,45701.2591855517,7340.25625385707,7799.69518813828
985,46051.1487852345,6814.24703281016,6033.54307710092
985.5,46323.1577169709,6310.80873021967,4255.58075543445
986,46517.6015272654,5831.94491210193,2469.1667308141
986.5,46634.9637142465,5379.59492039543,677.66904786878
987,46675.8934531661,4955.62856184966,-1115.54105268581
